conml,gvkey,Rating,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,ratio_year
Assurant Inc.,157057,BBB,New York,2009,47277,0.0596151636918836,0.04,0.832,1.334,0.048,2009
Asset Acceptance Capital Corp.,157058,BB-,Michigan,2009,34030,0.0369185820743353,0.468,0.636,6.428,0.146,2009
TNS Inc.,157118,BB-,Virginia,2009,44122,0.051658485299593,0.577,0.764,2.671,0.285,2009
Compass Minerals International Inc.,157153,BB,Kansas,2009,39088,0.0440496077246334,0.582,0.853,1.456,0.335,2009
Syniverse Holdings Inc -Old,158473,BB-,Florida,2009,36611,0.0389037661363183,0.42,0.536,2.654,0.247,2009
Reddy Ice Holdings Inc,160163,B,Texas,2009,36711,0.0468906945760827,0.867,0.999,6.011,0.115,2009
Mastercard Inc,160225,BBB+,New York,2009,47277,0.0596151636918836,0.025,0.625,0.07,0.091,2009
Hospira Inc,160255,BBB+,Illinois,2009,41042,0.0504147762819672,0.406,0.603,2.383,0.177,2009
MetroPCS Communications Inc,160256,B,Texas,2009,36711,0.0468906945760827,0.504,0.69,4.052,0.102,2009
Xerium Technologies Inc,160282,CC,North Carolina,2009,35802,0.0430530777815616,0.791,1.038,5.978,0.092,2009
W&T Offshore Inc,160341,B,Texas,2009,36711,0.0468906945760827,0.352,0.78,-0.542,0.595,2009
Commercial Vehicle Group Inc,160570,CCC+,Ohio,2009,35532,0.0414630767768223,0.538,0.944,-7.905,0.031,2009
Polypore International Inc,160661,B,North Carolina,2009,35802,0.0430530777815616,0.537,0.73,5.497,0.086,2009
Westlake Chemical Corp,160684,BB,Texas,2009,36711,0.0468906945760827,0.22,0.464,37.378,0.178,2009
James River Coal Co,160838,B-,Virginia,2009,44122,0.051658485299593,0.32,0.798,1.389,-0.004,2009
Las Vegas Sands Corp,161844,B-,Nevada,2009,36078,0.0450662186902276,0.623,0.737,14.893,0.01,2009
Consolidated Communications Holdings Inc,162127,B+,Illinois,2009,41042,0.0504147762819672,0.716,0.942,5.367,0.079,2009
Neenah Inc,162264,B+,Georgia,2009,34042,0.0422069223434197,0.52,0.841,6.874,0.023,2009
International Coal Group Inc,162283,B-,West Virginia,2009,31361,0.0341126489967664,0.331,0.617,2.611,0.091,2009
Iowa Telecommunications Services Inc,162336,B+,Arkansas,2009,31153,0.0334791012146671,0.631,0.778,4.523,0.135,2009
Huntsman Corp,162401,B,Texas,2009,36711,0.0468906945760827,0.5,0.809,10.273,0.119,2009
HighPoint Resources Corp,162459,BB-,Colorado,2009,39982,0.0500119363781992,0.22,0.453,1.181,0.444,2009
American Commercial Lines Inc,162897,B,Indiana,2009,34102,0.0404841372744056,0.525,0.804,3.319,0.18,2009
Builders FirstSource Inc,163036,CC,Texas,2009,36711,0.0468906945760827,0.65,0.861,-6.905,-0.069,2009
Koppers Holdings Inc,163113,B+,Pennsylvania,2009,40390,0.0455490619694324,0.561,0.936,3.313,0.082,2009
Horizon Lines Inc,163586,B,North Carolina,2009,35802,0.0430530777815616,0.65,0.875,5.77,0.116,2009
ITC Holdings Corp,163669,BBB,Michigan,2009,34030,0.0369185820743353,0.605,0.751,5.683,0.07,2009
Spansion Inc,163772,D,California,2009,42044,0.0519266039557289,0.439,0.854,-13.265,0.113,2009
Maidenform Brands Inc,163879,BB-,New Jersey,2009,50149,0.0555312473088658,0.282,0.571,1.697,0.185,2009
Alon USA Energy Inc,163939,B+,Texas,2009,36711,0.0468906945760827,0.406,0.769,4.274,0.0,2009
Dresser-Rand Group Inc,163948,BB,Texas,2009,36711,0.0468906945760827,0.178,0.593,0.824,0.182,2009
Discovery Inc,164296,BBB-,Maryland,2009,48755,0.0527693412732262,0.342,0.449,2.065,0.116,2009
ACCO Brands Corp,164506,B+,Illinois,2009,41042,0.0504147762819672,0.626,1.046,5.492,0.029,2009
Complete Production Services Inc,164543,B+,Texas,2009,36711,0.0468906945760827,0.396,0.536,2.855,0.311,2009
Town Sports International Holdings Inc,164606,B,Florida,2009,36611,0.0389037661363183,0.661,1.003,3.749,0.187,2009
Hercules Offshore Inc,164607,B,Texas,2009,36711,0.0468906945760827,0.398,0.629,4.323,0.16,2009
Ameriprise Financial Inc,164708,A,Minnesota,2009,41015,0.0493283632535996,0.02,0.924,11.583,0.022,2009
American Railcar Industries Inc,165358,BB-,Missouri,2009,36182,0.0421739454274119,0.412,0.52,4.841,0.121,2009
Coleman Cable Inc,165640,BB-,Illinois,2009,41042,0.0504147762819672,0.747,0.932,7.246,0.339,2009
Western Refining Inc,165652,B+,Texas,2009,36711,0.0468906945760827,0.397,0.728,4.11,0.126,2009
Viacom Inc,165675,BBB,New York,2009,47277,0.0596151636918836,0.342,0.651,2.388,0.132,2009
Live Nation Entertainment Inc,165746,B,California,2009,42044,0.0519266039557289,0.3,0.742,5.682,-0.026,2009
NightHawk Radiology Holdings Inc,165844,B+,Arizona,2009,33418,0.0384295572833325,0.457,0.561,3.496,0.252,2009
NTELOS Holdings Corp,165845,BB-,Virginia,2009,44122,0.051658485299593,0.636,0.818,2.71,0.237,2009
HealthSpring Inc,165855,B+,Tennessee,2009,34260,0.0397048280381014,0.181,0.435,1.079,0.273,2009
H&E Equipment Services Inc,165856,BB-,Louisiana,2009,36457,0.0461122064774444,0.474,0.668,1.858,0.178,2009
Fidelity National Information Services Inc,165993,BB+,Florida,2009,36611,0.0389037661363183,0.316,0.485,2.804,0.156,2009
Hughes Communications Inc,166208,B,Maryland,2009,48755,0.0527693412732262,0.528,0.735,4.212,0.085,2009
NYSE Euronext,166451,AA,New York,2009,47277,0.0596151636918836,0.2,0.525,2.572,0.102,2009
Windstream Holdings Inc,174490,BB,Arkansas,2009,31153,0.0334791012146671,0.674,0.972,3.447,0.139,2009
Travel Plus Leisure Co,174729,BBB-,Florida,2009,36611,0.0389037661363183,0.387,0.739,4.395,0.015,2009
Western Union Co,175263,A-,Colorado,2009,39982,0.0500119363781992,0.528,0.969,1.983,0.224,2009
Hanesbrands Inc,175319,BB-,North Carolina,2009,35802,0.0430530777815616,0.583,0.936,4.822,0.053,2009
Bare Escentuals Inc,175399,B+,New York,2009,47277,0.0596151636918836,0.736,0.902,1.427,0.242,2009
Emdeon Inc,175903,BB-,Tennessee,2009,34260,0.0397048280381014,0.393,0.554,3.957,0.074,2009
Talecris Biotherapeutics Holdings Corp,175995,BB,North Carolina,2009,35802,0.0430530777815616,0.842,1.049,3.62,0.022,2009
Venoco Inc,176070,B,Colorado,2009,39982,0.0500119363781992,0.939,1.19,-2.581,0.213,2009
Spectra Energy Corp,176282,BBB+,Texas,2009,36711,0.0468906945760827,0.434,0.69,4.866,0.115,2009
Time Warner Cable Inc,176404,BBB,New York,2009,47277,0.0596151636918836,0.494,0.761,3.374,0.179,2009
National CineMedia Inc,176523,B+,Colorado,2009,39982,0.0500119363781992,1.325,1.843,4.392,0.11,2009
Domtar Corp,176760,BB,South Carolina,2009,31727,0.0348400565418818,0.346,0.638,3.754,0.05,2009
PAETEC Holding Corp,176833,B,New York,2009,47277,0.0596151636918836,0.636,0.866,3.986,0.117,2009
SandRidge Energy Inc,176899,B+,Oklahoma,2009,35338,0.0392348016393496,0.826,0.964,-0.772,0.202,2009
Cinemark Holdings Inc,177108,B+,Texas,2009,36711,0.0468906945760827,0.533,0.729,4.471,0.115,2009
Boise Inc,177697,BB-,Idaho,2009,31186,0.0345873334366932,0.528,0.755,4.099,0.07,2009
Concho Resources Inc,177884,BB,Texas,2009,36711,0.0468906945760827,0.234,0.533,2.121,0.263,2009
Orbitz Worldwide Inc,177953,B,Illinois,2009,41042,0.0504147762819672,0.447,0.858,4.397,0.066,2009
Stream Global Services Inc,178633,B+,Minnesota,2009,41015,0.0493283632535996,0.252,0.567,1.971,-0.08,2009
Abraxis BioScience Inc,178855,BB,California,2009,42044,0.0519266039557289,0.0,0.252,0.0,-0.62,2009
American Water Works Co Inc,179437,BBB+,New Jersey,2009,50149,0.0555312473088658,0.438,0.679,5.924,0.067,2009
Philip Morris International Inc,179621,A,New York,2009,47277,0.0596151636918836,0.416,0.793,1.259,0.312,2009
Dr Pepper Snapple Group Inc,179700,BBB-,Texas,2009,36711,0.0468906945760827,0.379,0.674,2.727,0.118,2009
DigitalGlobe Inc,180029,B+,Colorado,2009,39982,0.0500119363781992,0.293,0.59,1.894,0.25,2009
Scripps Networks Interactive Inc,180167,A-,Tennessee,2009,34260,0.0397048280381014,0.011,0.233,0.032,1.135,2009
Black Knight Inc,180272,BB+,Florida,2009,36611,0.0389037661363183,0.68,0.862,2.338,0.191,2009
ILG Inc,180395,BB,Florida,2009,36611,0.0389037661363183,0.436,0.84,2.858,0.129,2009
HSN Inc,180402,BB-,Florida,2009,36611,0.0389037661363183,0.345,0.755,2.493,0.153,2009
Mead Johnson Nutrition Co,180833,BBB,Illinois,2009,41042,0.0504147762819672,1.061,1.546,2.205,0.173,2009
Clearwire Corp,181904,B-,Washington,2009,41958,0.0530497826297585,0.157,0.196,-2.011,-0.251,2009
Clearwater Paper Corp,181931,BB,Washington,2009,41958,0.0530497826297585,0.195,0.677,1.043,0.084,2009
Iridium Communications Inc,183640,B,Virginia,2009,44122,0.051658485299593,0.008,0.108,-3.783,0.153,2009
WellCare Health Plans Inc,260778,B-,Florida,2009,36611,0.0389037661363183,0.035,0.621,0.378,0.212,2009
Blackboard Inc,264386,BB-,Virginia,2009,44122,0.051658485299593,0.237,0.569,2.011,0.205,2009
WCA Waste Corp,264388,B,Texas,2009,36711,0.0468906945760827,0.518,0.64,3.624,0.138,2009
Cardtronics plc,264397,BB-,Texas,2009,36711,0.0468906945760827,0.719,1.032,3.49,0.034,2009
Dune Energy Inc,266163,CCC-,Texas,2009,36711,0.0468906945760827,0.771,0.913,-2.648,0.067,2009
American Airlines Group Inc,1045,B-,Texas,2008,39271,0.0508601676931778,0.389,0.932,16.091,0.075,2008
Pinnacle West Capital Corp,1075,BBB-,Arizona,2008,35563,0.0412814739023005,0.317,0.683,3.873,0.085,2008
Abbott Laboratories,1078,AA,Illinois,2008,43267,0.0508927642641373,0.313,0.556,1.61,0.236,2008
Advanced Micro Devices Inc,1161,B,California,2008,43890,0.0543702758500994,0.498,0.779,7.041,-0.037,2008
Aetna Inc.,1177,A-,Connecticut,2008,61165,0.067852443846266,0.089,0.765,1.186,0.051,2008
Alaska Air Group Inc.,1230,B,Washington,2008,44558,0.0541883697785098,0.33,0.798,9.064,0.139,2008
Matson Inc,1254,A-,Hawaii,2008,42080,0.0501854433187486,0.21,0.541,-2.318,0.092,2008
Alleghany Corp,1274,BBB,New York,2008,48328,0.0573397772151329,0.0,0.592,0.01,0.125,2008
Allegheny Energy Inc.,1279,BBB-,Pennsylvania,2008,41512,0.0461080050125731,0.403,0.734,3.477,0.13,2008
Honeywell International Inc,1300,A,North Carolina,2008,37687,0.0443704992637051,0.234,0.729,1.507,0.159,2008
Allis-Chalmers Energy Inc,1308,B+,Texas,2008,39271,0.0508601676931778,0.488,0.612,3.306,0.162,2008
Alcoa Inc,1356,BBB+,New York,2008,48328,0.0573397772151329,0.223,0.529,2.133,0.153,2008
Hess Corp,1380,BBB-,New York,2008,48328,0.0573397772151329,0.139,0.613,0.497,0.214,2008
US Airways Group Inc,1382,B-,Arizona,2008,35563,0.0412814739023005,0.422,0.899,-4.769,0.067,2008
Beam Inc,1408,BBB,Illinois,2008,43267,0.0508927642641373,0.335,0.554,3.097,0.125,2008
American Electric Power Co Inc,1440,BBB,Ohio,2008,36596,0.0426914813400604,0.393,0.747,4.084,0.079,2008
American Express Co,1447,A,New York,2008,48328,0.0573397772151329,0.535,0.914,15.848,0.061,2008
AFLAC Inc,1449,A,Georgia,2008,35175,0.0433307209808726,0.021,0.888,0.568,0.082,2008
Wyeth,1478,A+,New York,2008,48328,0.0573397772151329,0.269,0.554,1.488,0.24,2008
American International Group Inc,1487,A-,New York,2008,48328,0.0573397772151329,0.211,0.912,-4.637,0.037,2008
American National Group Inc,1526,AA-,Texas,2008,39271,0.0508601676931778,0.007,0.806,0.324,0.032,2008
AMETEK Inc,1598,BBB,Pennsylvania,2008,41512,0.0461080050125731,0.342,0.559,1.966,0.185,2008
Amgen Inc,1602,A+,California,2008,43890,0.0543702758500994,0.311,0.476,1.658,0.322,2008
APA Corp,1678,A-,Texas,2008,39271,0.0508601676931778,0.134,0.459,0.408,0.428,2008
ArcBest Corp,1743,BBB+,Arkansas,2008,31940,0.0344451347930844,0.016,0.35,0.102,0.408,2008
Arrow Electronics Inc,1773,BBB-,Colorado,2008,42689,0.0523199031439364,0.159,0.548,1.729,0.189,2008
Southern Co Gas,1837,A-,Georgia,2008,35175,0.0433307209808726,0.342,0.728,3.591,0.082,2008
Avery Dennison Corp,1913,BBB,California,2008,43890,0.0543702758500994,0.357,0.674,2.836,0.117,2008
Baker Hughes Inc,1976,A,Texas,2008,39271,0.0508601676931778,0.141,0.381,0.495,0.415,2008
Baldor Electric Co,1981,BB-,Arkansas,2008,31940,0.0344451347930844,0.472,0.703,3.967,0.081,2008
Ball Corp,1988,BB+,Colorado,2008,42689,0.0523199031439364,0.416,0.773,2.794,0.144,2008
Constellation Energy Group Inc.,1995,BBB,Maryland,2008,49428,0.0521244194115531,0.248,0.76,4.366,0.057,2008
Bank of New York Mellon Corp (The),2019,AA-,New York,2008,48328,0.0573397772151329,0.119,0.869,3.177,0.024,2008
Bard (C.R.) Inc,2044,A,New Jersey,2008,52005,0.0568075177733211,0.059,0.255,0.21,0.892,2008
Baxter International Inc,2086,A+,Illinois,2008,43267,0.0508927642641373,0.207,0.537,0.962,0.275,2008
Verizon Communications Inc,2136,A,New York,2008,48328,0.0573397772151329,0.198,0.568,1.197,0.247,2008
Belo Corp.,2150,BB,Texas,2008,39271,0.0508601676931778,0.434,0.667,4.411,0.114,2008
Bemis Co Inc,2154,A,Wisconsin,2008,38910,0.0433672174204697,0.261,0.498,1.885,0.255,2008
Berkshire Hathaway Inc,2176,AAA,Nebraska,2008,40225,0.0476855650648138,0.121,0.557,1.396,0.084,2008
Bio-Rad Laboratories Inc,2220,BBB-,California,2008,43890,0.0543702758500994,0.225,0.465,1.579,0.198,2008
Black & Decker Corp (The),2255,BBB,Maryland,2008,49428,0.0521244194115531,0.298,0.739,2.466,0.184,2008
Black Hills Corp,2259,BBB-,South Dakota,2008,40909,0.0456444807063735,0.316,0.627,4.038,0.168,2008
Boeing Co,2285,A+,Illinois,2008,43267,0.0508927642641373,0.137,0.849,1.163,0.192,2008
OfficeMax Inc,2290,BB-,Illinois,2008,43267,0.0508927642641373,0.332,0.682,4.598,0.018,2008
NSTAR,2328,A+,Massachusetts,2008,51916,0.0599941072508176,0.388,0.769,3.299,0.082,2008
Bowne & Co Inc,2346,B,Illinois,2008,43267,0.0508927642641373,0.198,0.537,2.621,0.38,2008
Bristol-Myers Squibb Co,2403,A+,New York,2008,48328,0.0573397772151329,0.246,0.589,1.627,0.202,2008
Brunswick Corp,2444,B-,Illinois,2008,43267,0.0508927642641373,0.176,0.583,2.674,0.127,2008
Burlington Northern Santa Fe LLC,2490,BBB,Texas,2008,39271,0.0508601676931778,0.247,0.674,1.618,0.156,2008
MasTec Inc.,2497,BB-,Florida,2008,39247,0.0405332993654501,0.238,0.557,1.819,0.174,2008
Unisys Corp,2504,B+,Pennsylvania,2008,41512,0.0461080050125731,0.292,0.902,2.453,0.046,2008
Cigna Corp,2547,BBB+,Connecticut,2008,61165,0.067852443846266,0.055,0.884,1.424,0.038,2008
CNA Financial Corp,2558,BBB-,Illinois,2008,43267,0.0508927642641373,0.037,0.827,5.163,0.027,2008
CSX Corp,2574,BBB-,Florida,2008,39247,0.0405332993654501,0.297,0.668,2.2,0.13,2008
HealthTronics Inc,2589,BB-,Texas,2008,39271,0.0508601676931778,0.026,0.154,0.127,1.19,2008
MUFG Americas Holdings Corp,2620,A,New York,2008,48328,0.0573397772151329,0.16,0.92,7.74,0.009,2008
Carlisle Cos Inc,2771,BBB,Arizona,2008,35563,0.0412814739023005,0.228,0.496,0.942,0.298,2008
Progress Energy Inc.,2783,BBB+,North Carolina,2008,37687,0.0443704992637051,0.392,0.684,4.314,0.071,2008
Caterpillar Inc,2817,A,Illinois,2008,43267,0.0508927642641373,0.516,0.842,3.341,0.168,2008
Cleco Corp,2859,BBB,Louisiana,2008,37891,0.048536766055263,0.333,0.652,5.262,0.155,2008
Central Vermont Public Service Corp,2870,BB+,Vermont,2008,40904,0.0411243433079495,0.343,0.634,4.047,0.1,2008
Lumen Technologies Inc,2884,BBB-,Louisiana,2008,37891,0.048536766055263,0.378,0.591,2.439,0.216,2008
Champion Enterprises Inc.,2916,CCC+,Michigan,2008,35700,0.0388051279148687,0.381,0.724,13.298,0.116,2008
Magellan Health Inc,2940,BB,Arizona,2008,35563,0.0412814739023005,0.004,0.351,0.033,0.37,2008
JPMorgan Chase & Co,2968,A+,New York,2008,48328,0.0573397772151329,0.298,0.927,21.315,-0.077,2008
Chesapeake Corp.,2982,D,Virginia,2008,45437,0.0511017686100816,0.502,0.868,8.677,0.026,2008
Chevron Corp,2991,AA,California,2008,43890,0.0543702758500994,0.044,0.482,0.15,0.349,2008
Chubb Corp,3024,A+,New Jersey,2008,52005,0.0568075177733211,0.068,0.722,1.217,0.088,2008
Church & Dwight Co. Inc.,3026,BB+,New Jersey,2008,52005,0.0568075177733211,0.31,0.543,2.078,0.172,2008
Cincinnati Bell Inc,3036,B+,Ohio,2008,36596,0.0426914813400604,0.99,1.327,4.203,0.115,2008
Citizens Republic Bancorp Inc,3071,BBB-,Michigan,2008,35700,0.0388051279148687,0.228,0.883,32.316,0.015,2008
City National Corp,3082,A-,California,2008,43890,0.0543702758500994,0.144,0.895,6.011,0.009,2008
iHeartMedia Inc,3105,B,Texas,2008,39271,0.0508601676931778,0.334,0.49,2.908,0.203,2008
Coca Cola Consolidated Inc,3138,BBB,North Carolina,2008,37687,0.0443704992637051,0.524,0.872,4.903,0.085,2008
Coca-Cola Co (The),3144,A+,Georgia,2008,35175,0.0433307209808726,0.229,0.506,1.073,0.338,2008
Coeur Mining Inc,3153,B-,Illinois,2008,43267,0.0508927642641373,0.141,0.388,20.784,0.043,2008
Colgate-Palmolive Co,3170,AA-,New York,2008,48328,0.0573397772151329,0.34,0.77,0.992,0.286,2008
Comcast Corp,3226,BBB+,Pennsylvania,2008,41512,0.0461080050125731,0.283,0.639,2.493,0.122,2008
Comerica Inc,3231,A,Texas,2008,39271,0.0508601676931778,0.233,0.921,15.049,0.018,2008
Citigroup Inc,3243,A,New York,2008,48328,0.0573397772151329,0.407,0.941,328.604,-0.034,2008
Avis Budget Group Inc,3278,CCC+,New Jersey,2008,52005,0.0568075177733211,0.644,0.913,3.797,0.156,2008
Connecticut Water Service Inc,3394,A,Connecticut,2008,61165,0.067852443846266,0.283,0.723,4.367,0.06,2008
Consolidated Edison Inc.,3413,A-,New York,2008,48328,0.0573397772151329,0.325,0.668,3.936,0.082,2008
Con-Way Inc,3416,BBB-,Michigan,2008,35700,0.0388051279148687,0.308,0.692,1.823,0.179,2008
CMS Energy Corp,3439,BBB-,Michigan,2008,35700,0.0388051279148687,0.47,0.814,6.671,0.002,2008
Cooper Tire & Rubber Co,3502,B+,Ohio,2008,36596,0.0426914813400604,0.254,0.634,4.64,0.263,2008
Molson Coors Beverage Company,3505,BBB,Colorado,2008,42689,0.0523199031439364,0.162,0.447,2.053,0.098,2008
Corning Inc,3532,BBB+,New York,2008,48328,0.0573397772151329,0.089,0.318,0.618,0.366,2008
Crane Co.,3580,BBB,Connecticut,2008,61165,0.067852443846266,0.139,0.679,1.193,0.117,2008
Crawford & Co,3581,BB-,Georgia,2008,35175,0.0433307209808726,0.24,0.699,2.456,0.036,2008
Chemtura Corp,3607,B,Pennsylvania,2008,41512,0.0461080050125731,0.259,0.593,2.521,0.058,2008
Crown Holdings Inc,3619,BB-,Pennsylvania,2008,41512,0.0461080050125731,0.499,0.936,3.59,0.077,2008
Cullen/Frost Bankers Inc,3643,A-,Texas,2008,39271,0.0508601676931778,0.103,0.887,3.281,0.017,2008
Cummins Inc.,3650,BBB,Indiana,2008,35228,0.0425133614929385,0.078,0.542,0.445,0.18,2008
Wendy's Co,3708,B+,Ohio,2008,36596,0.0426914813400604,0.535,0.729,5.943,0.02,2008
Dana Inc,3734,B+,Ohio,2008,36596,0.0426914813400604,0.16,0.71,3.292,-0.007,2008
Danaher Corp,3735,A+,District of Columbia,2008,61117,0.171537615728772,0.183,0.452,1.378,0.196,2008
DPL Inc.,3814,BBB,Ohio,2008,36596,0.0426914813400604,0.448,0.733,2.92,0.119,2008
Delta Air Lines Inc,3851,B,Georgia,2008,35175,0.0433307209808726,0.335,0.821,7.292,0.061,2008
Deluxe Corp,3863,BB-,Minnesota,2008,43104,0.0504794151649566,0.711,0.954,2.667,0.209,2008
DTE Energy Co,3897,BBB,Michigan,2008,35700,0.0388051279148687,0.35,0.747,4.025,0.063,2008
Dominion Energy Inc,4029,A-,Virginia,2008,45437,0.0511017686100816,0.417,0.757,3.673,-0.008,2008
R.R. Donnelley & Sons Co,4040,BBB+,Illinois,2008,43267,0.0508927642641373,0.364,0.669,2.402,0.144,2008
Constar International Inc,4049,D,Pennsylvania,2008,41512,0.0461080050125731,0.841,1.175,10.632,0.019,2008
Dover Corp,4058,A,Illinois,2008,43267,0.0508927642641373,0.269,0.521,1.671,0.212,2008
DuPont  De Nemours Inc,4060,BBB,Delaware,2008,40722,0.0619744443212494,0.217,0.586,1.961,0.16,2008
Omnicom Group Inc.,4066,A-,New York,2008,48328,0.0573397772151329,0.169,0.768,1.553,0.107,2008
E. I. du Pont de Nemours and Co,4087,A,Delaware,2008,40722,0.0619744443212494,0.25,0.654,1.596,0.19,2008
Duke Energy Corp,4093,A-,North Carolina,2008,37687,0.0443704992637051,0.256,0.578,3.038,0.113,2008
Dun & Bradstreet Corp (The),4094,A-,New Jersey,2008,52005,0.0568075177733211,0.486,1.301,1.47,0.188,2008
Flowserve Corp.,4108,BB,Texas,2008,39271,0.0508601676931778,0.153,0.619,0.864,0.188,2008
PerkinElmer Inc.,4145,BBB,Massachusetts,2008,51916,0.0599941072508176,0.177,0.465,1.97,0.149,2008
Eastman Kodak Co,4194,B,New York,2008,48328,0.0573397772151329,0.114,0.727,2.007,0.03,2008
Ecolab Inc.,4213,A,Minnesota,2008,43104,0.0504794151649566,0.225,0.587,1.081,0.286,2008
El Paso Electric Co,4241,BBB,Texas,2008,39271,0.0508601676931778,0.388,0.651,3.554,0.154,2008
El Paso Corp,4242,BB,Texas,2008,39271,0.0508601676931778,0.508,0.76,3.738,0.096,2008
Empire District Electric Co.,4331,BBB-,Missouri,2008,37054,0.0424873681530933,0.408,0.648,4.876,0.111,2008
Energen Corp.,4351,BBB+,Alabama,2008,33353,0.0365980629078086,0.194,0.565,0.817,0.285,2008
Equifax Inc.,4423,BBB+,Georgia,2008,35175,0.0433307209808726,0.385,0.591,2.083,0.212,2008
EQT Corp,4430,BBB,Pennsylvania,2008,41512,0.0461080050125731,0.289,0.696,2.088,0.15,2008
NewMarket Corp,4462,BB,Virginia,2008,45437,0.0511017686100816,0.223,0.594,1.35,0.241,2008
Exxon Mobil Corp,4503,AAA,Texas,2008,39271,0.0508601676931778,0.039,0.512,0.117,0.448,2008
FMC Corp.,4510,BBB,Pennsylvania,2008,41512,0.0461080050125731,0.198,0.583,0.885,0.17,2008
NextEra Energy Inc,4517,A,Florida,2008,39247,0.0405332993654501,0.348,0.745,3.839,0.122,2008
Federal-Mogul Holdings Corp,4600,BB-,Michigan,2008,35700,0.0388051279148687,0.352,0.721,3.721,0.006,2008
Federal National Mortgage Association,4601,AAA,District of Columbia,2008,61117,0.171537615728772,0.91,0.962,37.054,0.052,2008
Ferro Corp.,4622,B+,Ohio,2008,36596,0.0426914813400604,0.327,0.702,3.692,0.127,2008
